Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Quarter,Week,DayOfWeek,IsWeekend,DayOfYear,LeadTime,IsHoliday,HasDiscount,Revenue,ProfitMargin
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Corporate,Bossier City,Louisiana,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,498.93,6.0,0.0,34.3548,2014,1,1,3,0,0,13,2,0,0,2993.58,0.06885695388130599
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Corporate,Bossier City,Louisiana,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3.0,0.0,2.7072,2014,1,1,3,0,0,13,2,0,0,16.919999999999998,0.48
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Consumer,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,0.0,6.567,2014,1,1,3,0,0,13,5,0,0,99.5,0.33
CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Consumer,Newark,Ohio,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.438,2.0,0.7,-2.5212,2014,1,1,3,0,0,13,5,0,1,6.876,-0.7333333333333333
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Consumer,San Francisco,California,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,498.93,5.0,0.0,70.816875,2014,1,1,3,0,0,13,5,0,0,2494.65,0.14193749624195778
CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Consumer,Newark,Ohio,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.408,7.0,0.2,13.0928,2014,1,1,3,0,0,13,5,0,1,261.856,0.35
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Corporate,Bossier City,Louisiana,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2.0,0.0,5.3392,2014,1,1,3,0,0,13,2,0,0,22.72,0.47000000000000003
CA-2014-109232,2014-01-13,2014-01-16,Second Class,ND-18370,Consumer,Mount Pleasant,South Carolina,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,498.93,6.0,0.0,70.816875,2014,1,1,3,0,0,13,3,0,0,2993.58,0.14193749624195778
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Consumer,San Francisco,California,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3.0,0.15,3.9294,2014,1,1,3,0,0,13,5,0,1,1001.9970000000001,0.01176470588235294
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Corporate,Bossier City,Louisiana,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3.0,0.0,25.47,2014,1,1,3,0,0,13,2,0,0,152.82,0.5
CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Corporate,Bossier City,Louisiana,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,498.93,6.0,0.0,70.816875,2014,1,1,3,0,0,13,2,0,0,2993.58,0.14193749624195778
CA-2014-149524,2014-01-14,2014-01-15,First Class,BS-11590,Corporate,Philadelphia,Pennsylvania,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4.0,0.5,-39.724125,2014,1,1,3,1,0,14,1,0,1,247.84,-0.6411253227888961
CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,Consumer,Roswell,Georgia,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5.0,0.0,65.978,2014,1,1,3,2,0,15,2,0,0,749.75,0.44
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3.0,0.2,10.1493,2014,1,1,3,3,0,16,2,0,1,90.216,0.3375
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6.0,0.2,28.5984,2014,1,1,3,3,0,16,2,0,1,762.624,0.225
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,3.0,0.4,-31.05,2014,1,1,3,3,0,16,2,0,1,372.6,-0.25
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2.0,0.7,-13.6312,2014,1,1,3,3,0,16,2,0,1,37.176,-0.7333333333333333
CA-2014-123477,2014-01-18,2014-01-21,Second Class,DW-13195,Corporate,Springfield,Oregon,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4.0,0.2,6.4864,2014,1,1,3,5,1,18,3,0,1,259.456,0.09999999999999999
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,9.5,0.7,-23.716,2014,1,1,3,6,1,19,1,0,1,307.23,-0.7333333333333333
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4.0,0.2,19.6224,2014,1,1,3,6,1,19,1,0,1,224.256,0.35
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5.0,0.2,36.693,2014,1,1,3,6,1,19,1,0,1,543.6,0.33749999999999997
CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5.0,0.7,-39.724125,2014,1,1,3,6,1,19,1,0,1,907.35,-0.2189018846090263
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3.0,0.0,4.8609,2014,1,1,4,0,0,20,6,1,0,44.19,0.33
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5.0,0.0,13.365,2014,1,1,4,0,0,20,6,1,0,148.5,0.45
CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Consumer,Los Angeles,California,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2.0,0.0,9.2928,2014,1,1,4,0,0,20,5,1,0,38.72,0.48
US-2014-147774,2014-01-20,2014-01-26,Standard Class,MM-18280,Corporate,Smyrna,Tennessee,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,1.0,0.7,-39.724125,2014,1,1,4,0,0,20,6,1,1,67.194,-0.5911855969282972
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3.0,0.0,12.7368,2014,1,1,4,0,0,20,6,1,0,131.76,0.29
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4.0,0.0,11.58,2014,1,1,4,0,0,20,6,1,0,154.4,0.3
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3.0,0.0,1.7901,2014,1,1,4,0,0,20,6,1,0,19.89,0.27
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2.0,0.0,15.9792,2014,1,1,4,0,0,20,6,1,0,133.16,0.24000000000000002
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,498.93,3.0,0.0,70.816875,2014,1,1,4,0,0,20,6,1,0,1496.79,0.14193749624195778
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5.0,0.0,8.9535,2014,1,1,4,0,0,20,6,1,0,95.25,0.47
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3.0,0.0,30.0234,2014,1,1,4,0,0,20,6,1,0,818.8199999999999,0.11
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1.0,0.0,4.0542,2014,1,1,4,0,0,20,6,1,0,13.98,0.29
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3.0,0.0,10.9698,2014,1,1,4,0,0,20,6,1,0,70.02,0.47
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7.0,0.0,6.6584,2014,1,1,4,0,0,20,6,1,0,160.72,0.29
CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Consumer,Los Angeles,California,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2.0,0.0,5.79,2014,1,1,4,0,0,20,5,1,0,38.6,0.3
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Consumer,Westland,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4.0,0.1,70.816875,2014,1,1,4,0,0,20,6,1,1,990.864,0.28587929322288425
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Consumer,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,498.93,7.0,0.0,70.816875,2014,1,1,4,0,0,20,6,1,0,3492.51,0.14193749624195778
CA-2014-110422,2014-01-21,2014-01-23,Second Class,TB-21400,Consumer,Miami,Florida,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3.0,0.2,4.1028,2014,1,1,4,1,0,21,2,0,1,75.744,0.1625
CA-2014-146997,2014-01-23,2014-01-27,Standard Class,SG-20605,Consumer,Lafayette,Indiana,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3.0,0.0,0.0,2014,1,1,4,3,0,23,4,0,0,17.82,0.0
CA-2014-102645,2014-01-23,2014-01-28,Standard Class,IM-15055,Consumer,Las Vegas,Nevada,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6.0,0.0,19.2384,2014,1,1,4,3,0,23,5,0,0,240.48,0.48
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2.0,0.0,8.34,2014,1,1,4,6,1,26,5,0,0,33.36,0.5
CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Corporate,Rapid City,South Dakota,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2.0,0.0,39.7488,2014,1,1,4,6,1,26,3,0,0,283.92,0.28
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2.0,0.0,52.6344,2014,1,1,4,6,1,26,5,0,0,375.96,0.28
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3.0,0.0,4.4712,2014,1,1,4,6,1,26,5,0,0,37.26,0.36
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,9.5,0.0,0.0,2014,1,1,4,6,1,26,5,0,0,1475.825,0.0
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3.0,0.0,9.3312,2014,1,1,4,6,1,26,5,0,0,58.32000000000001,0.48000000000000004
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8.0,0.0,0.0,2014,1,1,4,6,1,26,5,0,0,3919.36,0.0
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,Alexandria,Virginia,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3.0,0.0,30.7818,2014,1,1,4,6,1,26,5,0,0,188.46,0.49
CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Corporate,Rapid City,South Dakota,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2.0,0.0,5.0196,2014,1,1,4,6,1,26,3,0,0,21.36,0.47
US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Consumer,San Diego,California,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1.0,0.0,14.3075,2014,1,1,5,0,0,27,6,0,0,57.23,0.25
US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Consumer,San Diego,California,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4.0,0.0,12.0252,2014,1,1,5,0,0,27,6,0,0,145.76,0.33
US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Consumer,San Diego,California,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3.0,0.2,-16.65,2014,1,1,5,0,0,27,6,0,1,999.0,-0.049999999999999996
CA-2014-100328,2014-01-28,2014-02-03,Standard Class,JC-15340,Consumer,New York City,New York,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1.0,0.2,1.3257,2014,1,1,5,1,0,28,6,0,1,3.928,0.3375
CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Consumer,Detroit,Michigan,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2.0,0.0,6.8982,2014,1,1,5,3,0,30,5,0,0,459.88,0.030000000000000002
CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Consumer,Detroit,Michigan,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2.0,0.0,4.752,2014,1,1,5,3,0,30,5,0,0,21.12,0.44999999999999996
CA-2014-115161,2014-01-31,2014-02-02,First Class,LC-17050,Consumer,Mission Viejo,California,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2.0,0.15,3.4196,2014,1,1,5,4,0,31,2,0,1,581.332,0.011764705882352941
CA-2014-140795,2014-02-01,2014-02-03,First Class,BD-11500,Consumer,Green Bay,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6.0,0.0,70.816875,2014,2,1,5,5,1,32,2,0,0,2813.3999999999996,0.15102767114523352
CA-2014-123400,2014-02-02,2014-02-09,Standard Class,EB-13930,Consumer,Saint Petersburg,Florida,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,2.0,0.7,-12.224,2014,2,1,5,6,1,33,7,0,1,36.672,-0.6666666666666667
CA-2014-123400,2014-02-02,2014-02-09,Standard Class,EB-13930,Consumer,Saint Petersburg,Florida,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5.0,0.2,13.572,2014,2,1,5,6,1,33,7,0,1,904.8000000000001,0.075
CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,Home Office,San Diego,California,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5.0,0.0,5.8045,2014,2,1,5,6,1,33,4,0,0,61.75,0.47000000000000003
CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Consumer,Seattle,Washington,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3.0,0.2,4.3134,2014,2,1,6,0,0,34,3,0,1,39.816,0.32499999999999996
CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Consumer,Seattle,Washington,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2.0,0.2,27.248,2014,2,1,6,0,0,34,3,0,1,167.68,0.325
CA-2014-107181,2014-02-04,2014-02-08,Standard Class,DB-13270,Home Office,San Diego,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3.0,0.2,29.0136,2014,2,1,6,1,0,35,4,0,1,248.688,0.35
CA-2014-107181,2014-02-04,2014-02-08,Standard Class,DB-13270,Home Office,San Diego,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4.0,0.0,16.0928,2014,2,1,6,1,0,35,4,0,0,136.96,0.47
CA-2014-104808,2014-02-04,2014-02-08,Second Class,MH-17440,Corporate,Escondido,California,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2.0,0.2,6.0368,2014,2,1,6,1,0,35,4,0,1,34.496,0.35
CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5.0,0.0,42.0355,2014,2,1,6,3,0,37,3,0,0,724.75,0.29000000000000004
CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1.0,0.0,42.0186,2014,2,1,6,3,0,37,3,0,0,161.61,0.25999999999999995
CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4.0,0.0,7.2,2014,2,1,6,3,0,37,3,0,0,60.0,0.48000000000000004
CA-2014-108182,2014-02-06,2014-02-10,Second Class,DL-13315,Consumer,Romeoville,Illinois,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,2.0,0.8,-14.7708,2014,2,1,6,3,0,37,4,0,1,17.904,-1.65
CA-2014-107755,2014-02-07,2014-02-12,Standard Class,CK-12760,Corporate,Linden,New Jersey,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7.0,0.0,49.6048,2014,2,1,6,4,0,38,5,0,0,807.52,0.43
US-2014-169390,2014-02-07,2014-02-10,Second Class,CS-12250,Corporate,New York City,New York,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,4.0,0.0,9.744,2014,2,1,6,4,0,38,3,0,0,259.84,0.15000000000000002
CA-2014-125759,2014-02-08,2014-02-09,First Class,NM-18445,Home Office,North Las Vegas,Nevada,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2.0,0.0,5.5328,2014,2,1,6,5,1,39,1,0,0,29.12,0.38
