Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
04-02-2011,329613.2,0,41.67,2.989,213.1229755,6.634
11-02-2011,311590.54,1,38.25,3.022,213.4944627,6.634
18-02-2011,356622.61,0,58.83,3.045,213.8068304,6.634
25-02-2011,294659.5,0,63.35,3.065,214.0955503,6.634
04-03-2011,329033.66,0,60.35,3.288,214.3842702,6.634
11-03-2011,293098.1,0,55.74,3.459,214.6729901,6.634
18-03-2011,312177.67,0,64.31,3.488,214.9257339,6.634
25-03-2011,294732.5,0,70.71,3.473,215.1640872,6.634
01-04-2011,314316.55,0,61.5,3.524,215.4024406,6.489
08-04-2011,307333.62,0,69.64,3.622,215.6407939,6.489
15-04-2011,307913.58,0,72.02,3.743,215.8592673,6.489
22-04-2011,328415.44,0,74.34,3.807,216.0280407,6.489
29-04-2011,307291.56,0,74.75,3.81,216.1968142,6.489
06-05-2011,322904.68,0,66.27,3.906,216.3655877,6.489
13-05-2011,290930.01,0,77.38,3.899,216.5343611,6.489
20-05-2011,299614.33,0,71.37,3.907,216.3023847,6.489
27-05-2011,297149.69,0,80.14,3.786,216.0704083,6.489
03-06-2011,329183.92,0,83.81,3.699,215.8384319,6.489
10-06-2011,304984.14,0,83.61,3.648,215.6064555,6.489
17-06-2011,304811.82,0,86.84,3.637,215.560463,6.489
24-06-2011,302881.64,0,84.76,3.594,215.6539583,6.489
01-07-2011,327093.89,0,85.81,3.524,215.7474537,6.529
08-07-2011,310804.93,0,86.64,3.48,215.8409491,6.529
15-07-2011,283248.62,0,88.64,3.575,215.9250696,6.529
22-07-2011,292539.73,0,86.97,3.651,215.985753,6.529
29-07-2011,275142.17,0,89.42,3.682,216.0464364,6.529
05-08-2011,317738.56,0,91.07,3.684,216.1071198,6.529
12-08-2011,289886.16,0,90.16,3.638,216.1678032,6.529
19-08-2011,303643.84,0,89.35,3.554,216.2311855,6.529
26-08-2011,310338.17,0,89.18,3.523,216.2950176,6.529
02-09-2011,315645.53,0,90.38,3.533,216.3588498,6.529
09-09-2011,321110.22,1,79.04,3.546,216.4226819,6.529
16-09-2011,278529.71,0,83.55,3.526,216.6033083,6.529
23-09-2011,291024.98,0,78.01,3.467,216.9396605,6.529
30-09-2011,292315.38,0,81.16,3.355,217.2760127,6.529
07-10-2011,309111.47,0,71.64,3.285,217.6123648,6.3
14-10-2011,286117.72,0,72.36,3.274,217.9237458,6.3
21-10-2011,306069.18,0,66.9,3.353,218.0852999,6.3
28-10-2011,307035.11,0,69.27,3.372,218.2468539,6.3
04-11-2011,353652.23,0,56.71,3.332,218.408408,6.3
11-11-2011,311906.7,0,60.71,3.297,218.5699621,6.3
18-11-2011,307944.37,0,64.33,3.308,218.793912,6.3
25-11-2011,507900.07,1,61.93,3.236,219.0428204,6.3
02-12-2011,376225.61,0,51.14,3.172,219.2917287,6.3
09-12-2011,367433.77,0,44.12,3.158,219.540637,6.3
16-12-2011,379530.3,0,54.42,3.159,219.7596266,6.3
23-12-2011,458562.24,0,50.33,3.112,219.9387246,6.3
30-12-2011,349624.88,1,45.62,3.129,220.1178226,6.3
06-01-2012,312078.71,0,50.21,3.157,220.2969205,5.943
13-01-2012,291454.52,0,48.86,3.261,220.4760185,5.943
20-01-2012,287523.98,0,54.65,3.268,220.5694104,5.943
27-01-2012,295974.22,0,54.63,3.29,220.6628023,5.943
03-02-2012,333948,0,57.35,3.36,220.7561941,5.943
10-02-2012,349239.88,1,48.57,3.409,220.849586,5.943
17-02-2012,356427.98,0,48.25,3.51,221.0106341,5.943
24-02-2012,312220.47,0,57.75,3.555,221.2224243,5.943
02-03-2012,359206.21,0,60.66,3.63,221.4342146,5.943
09-03-2012,347295.6,0,57.69,3.669,221.6460048,5.943
16-03-2012,339392.54,0,63.55,3.734,221.7989713,5.943
23-03-2012,321299.99,0,64.44,3.787,221.8735063,5.943
30-03-2012,331318.73,0,67.76,3.845,221.9480412,5.943
06-04-2012,402985.7,0,70.4,3.891,222.0225762,5.801
13-04-2012,351832.03,0,70.56,3.891,222.0971111,5.801
20-04-2012,330063.06,0,67.33,3.877,222.1512315,5.801
27-04-2012,324839.74,0,68.96,3.814,222.2053519,5.801
04-05-2012,360932.69,0,77.1,3.749,222.2594722,5.801
11-05-2012,333870.52,0,73.45,3.688,222.3135926,5.801
18-05-2012,336189.66,0,70.45,3.63,222.330443,5.801
25-05-2012,341994.48,0,78.23,3.561,222.3323853,5.801
01-06-2012,359867.8,0,79.72,3.501,222.3343277,5.801
08-06-2012,341704.59,0,81.02,3.452,222.33627,5.801
15-06-2012,327383.64,0,81.64,3.393,222.3492901,5.801
22-06-2012,325041.68,0,80.57,3.346,222.3900046,5.801
29-06-2012,329658.1,0,87.08,3.286,222.4307191,5.801
06-07-2012,341214.43,0,82.35,3.227,222.4714336,5.603
13-07-2012,316203.64,0,80.78,3.256,222.5121481,5.603
20-07-2012,321205.12,0,81.05,3.311,222.5209358,5.603
27-07-2012,306827.36,0,85.06,3.407,222.5297234,5.603
03-08-2012,324195.17,0,86.91,3.417,222.5385111,5.603
10-08-2012,306759.7,0,86.96,3.494,222.5472987,5.603
17-08-2012,314014.18,0,87.52,3.571,222.6276753,5.603
24-08-2012,320831.36,0,79.45,3.62,222.7617437,5.603
31-08-2012,344642.01,0,84.25,3.638,222.8958121,5.603
07-09-2012,350648.91,1,86.3,3.73,223.0298805,5.603
14-09-2012,299800.67,0,76.65,3.717,223.1734167,5.603
21-09-2012,307306.76,0,71.09,3.721,223.3737593,5.603
28-09-2012,310141.68,0,78.33,3.666,223.5741019,5.603
05-10-2012,343048.29,0,71.17,3.617,223.7744444,5.422
12-10-2012,325345.41,0,66.24,3.601,223.974787,5.422
19-10-2012,313358.15,0,69.17,3.594,224.0192873,5.422
26-10-2012,319550.77,0,71.7,3.506,224.0378139,5.422
