Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
27-05-2011,503295.29,0,78.62,3.933,129.0623548,8.494
03-06-2011,545109.3,0,81.87,3.893,129.0490323,8.494
10-06-2011,616701.99,0,84.57,3.981,129.0357097,8.494
17-06-2011,546675.65,0,87.96,3.935,129.0432,8.494
24-06-2011,501780.66,0,90.69,3.807,129.0663,8.494
01-07-2011,506343.83,0,95.36,3.842,129.0894,8.257
08-07-2011,593234.27,0,88.57,3.793,129.1125,8.257
15-07-2011,591703.82,0,86.01,3.779,129.1338387,8.257
22-07-2011,511316.29,0,88.59,3.697,129.1507742,8.257
29-07-2011,479256.8,0,86.75,3.694,129.1677097,8.257
05-08-2011,572603.33,0,89.8,3.803,129.1846452,8.257
12-08-2011,603147.26,0,85.61,3.794,129.2015806,8.257
19-08-2011,526641.23,0,87.4,3.743,129.2405806,8.257
26-08-2011,503720.98,0,91.59,3.663,129.2832581,8.257
02-09-2011,537124.76,0,91.61,3.798,129.3259355,8.257
09-09-2011,608390.94,1,89.06,3.771,129.3686129,8.257
16-09-2011,576837.09,0,77.49,3.784,129.4306,8.257
23-09-2011,528486.45,0,82.51,3.789,129.5183333,8.257
30-09-2011,510243.79,0,82.27,3.877,129.6060667,8.257
07-10-2011,649111.23,0,75.01,3.827,129.6938,7.874
14-10-2011,613531.11,0,70.27,3.698,129.7706452,7.874
21-10-2011,537276.41,0,77.91,3.842,129.7821613,7.874
28-10-2011,515599.7,0,72.79,3.843,129.7936774,7.874
04-11-2011,597667.21,0,68.57,3.828,129.8051935,7.874
11-11-2011,643125.29,0,55.28,3.677,129.8167097,7.874
18-11-2011,567673.87,0,58.97,3.669,129.8268333,7.874
25-11-2011,577698.37,1,60.68,3.76,129.8364,7.874
02-12-2011,511883.36,0,57.29,3.701,129.8459667,7.874
09-12-2011,619133.48,0,42.58,3.644,129.8555333,7.874
16-12-2011,598437.98,0,50.53,3.489,129.8980645,7.874
23-12-2011,575676.13,0,48.36,3.541,129.9845484,7.874
30-12-2011,454412.28,1,48.92,3.428,130.0710323,7.874
06-01-2012,636372.37,0,59.85,3.443,130.1575161,7.545
13-01-2012,664348.2,0,51,3.477,130.244,7.545
20-01-2012,579499.93,0,54.51,3.66,130.2792258,7.545
27-01-2012,538978.67,0,53.59,3.675,130.3144516,7.545
03-02-2012,588448.21,0,56.85,3.543,130.3496774,7.545
10-02-2012,674919.45,1,55.73,3.722,130.3849032,7.545
17-02-2012,606671.5,0,54.12,3.781,130.4546207,7.545
24-02-2012,564304.15,0,56.02,3.95,130.5502069,7.545
02-03-2012,585895.34,0,57.62,3.882,130.6457931,7.545
09-03-2012,659816.15,0,57.65,3.963,130.7413793,7.545
16-03-2012,618767.26,0,62.11,4.273,130.8261935,7.545
23-03-2012,561226.38,0,56.54,4.288,130.8966452,7.545
30-03-2012,544408.14,0,67.92,4.294,130.9670968,7.545
06-04-2012,652312.11,0,65.99,4.282,131.0375484,7.382
13-04-2012,639123.45,0,70.28,4.254,131.108,7.382
20-04-2012,552529.23,0,67.75,4.111,131.1173333,7.382
27-04-2012,526625.49,0,80.11,4.088,131.1266667,7.382
04-05-2012,609274.89,0,77.02,4.058,131.136,7.382
11-05-2012,643603.69,0,76.03,4.186,131.1453333,7.382
18-05-2012,590636.38,0,85.19,4.308,131.0983226,7.382
25-05-2012,535764.58,0,86.03,4.127,131.0287742,7.382
01-06-2012,521953.78,0,80.06,4.277,130.9592258,7.382
08-06-2012,642671.48,0,86.87,4.103,130.8896774,7.382
15-06-2012,606309.13,0,88.58,4.144,130.8295333,7.382
22-06-2012,540031.29,0,89.92,4.014,130.7929,7.382
29-06-2012,507403.77,0,91.36,3.875,130.7562667,7.382
06-07-2012,618702.09,0,86.87,3.666,130.7196333,7.17
13-07-2012,628099.08,0,89.8,3.723,130.683,7.17
20-07-2012,530318.39,0,84.45,3.589,130.7012903,7.17
27-07-2012,516352.21,0,83.98,3.769,130.7195806,7.17
03-08-2012,573084.71,0,84.76,3.595,130.737871,7.17
10-08-2012,576620.31,0,90.78,3.811,130.7561613,7.17
17-08-2012,575997.78,0,88.83,4.002,130.7909677,7.17
24-08-2012,535537.03,0,82.5,4.055,130.8381613,7.17
31-08-2012,504760.57,0,86.97,3.886,130.8853548,7.17
07-09-2012,617405.35,1,83.07,4.124,130.9325484,7.17
14-09-2012,586737.66,0,78.47,3.966,130.9776667,7.17
21-09-2012,527165.7,0,81.93,4.125,131.0103333,7.17
28-09-2012,505978.46,0,82.52,3.966,131.043,7.17
05-10-2012,593162.53,0,80.88,4.132,131.0756667,6.943
12-10-2012,612379.9,0,76.03,4.468,131.1083333,6.943
19-10-2012,541406.98,0,72.71,4.449,131.1499677,6.943
26-10-2012,514756.08,0,70.5,4.301,131.1930968,6.943
