Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
30-09-2011,229731.98,0,89.1,3.877,129.6060667,8.442
07-10-2011,262159.13,0,81.16,3.827,129.6938,8.01
14-10-2011,272487.33,0,76.49,3.698,129.7706452,8.01
21-10-2011,233543.08,0,81.74,3.842,129.7821613,8.01
28-10-2011,231319.96,0,76.73,3.843,129.7936774,8.01
04-11-2011,236157.12,0,71.91,3.828,129.8051935,8.01
11-11-2011,271961.04,0,58.75,3.677,129.8167097,8.01
18-11-2011,251294.5,0,63.35,3.669,129.8268333,8.01
25-11-2011,255996.47,1,62.35,3.76,129.8364,8.01
02-12-2011,220060.35,0,59.12,3.701,129.8459667,8.01
09-12-2011,270373.05,0,47.7,3.644,129.8555333,8.01
16-12-2011,259638.35,0,53.18,3.489,129.8980645,8.01
23-12-2011,256235.19,0,53.39,3.541,129.9845484,8.01
30-12-2011,215359.21,1,51.6,3.428,130.0710323,8.01
06-01-2012,267058.08,0,60.92,3.443,130.1575161,7.603
13-01-2012,279447.22,0,54.61,3.477,130.244,7.603
20-01-2012,244899.2,0,55.99,3.66,130.2792258,7.603
27-01-2012,236920.49,0,56.33,3.675,130.3144516,7.603
03-02-2012,256091.32,0,59.53,3.543,130.3496774,7.603
10-02-2012,282552.58,1,59.94,3.722,130.3849032,7.603
17-02-2012,266300.98,0,57.8,3.781,130.4546207,7.603
24-02-2012,242526.7,0,59.41,3.95,130.5502069,7.603
02-03-2012,248051.53,0,60.91,3.882,130.6457931,7.603
09-03-2012,287346.29,0,62.2,3.963,130.7413793,7.603
16-03-2012,278067.73,0,65.99,4.273,130.8261935,7.603
23-03-2012,246970.97,0,60.82,4.288,130.8966452,7.603
30-03-2012,251327.67,0,71.34,4.294,130.9670968,7.603
06-04-2012,275911.97,0,70.75,4.282,131.0375484,7.396
13-04-2012,312698.67,0,73.17,4.254,131.108,7.396
20-04-2012,261837.2,0,72.94,4.111,131.1173333,7.396
27-04-2012,249798.75,0,83.07,4.088,131.1266667,7.396
04-05-2012,270497.51,0,82.43,4.058,131.136,7.396
11-05-2012,295841.84,0,81.02,4.186,131.1453333,7.396
18-05-2012,276899.95,0,89.81,4.308,131.0983226,7.396
25-05-2012,261851.74,0,88.89,4.127,131.0287742,7.396
01-06-2012,261131.09,0,83.57,4.277,130.9592258,7.396
08-06-2012,286082.76,0,90.94,4.103,130.8896774,7.396
15-06-2012,290444.31,0,92.44,4.144,130.8295333,7.396
22-06-2012,261666.29,0,95.75,4.014,130.7929,7.396
29-06-2012,244338.31,0,98.15,3.875,130.7562667,7.396
06-07-2012,273690.37,0,93.21,3.666,130.7196333,7.147
13-07-2012,287033.64,0,97.6,3.723,130.683,7.147
20-07-2012,253205.89,0,91.49,3.589,130.7012903,7.147
27-07-2012,249134.32,0,93.95,3.769,130.7195806,7.147
03-08-2012,258533.12,0,92.13,3.595,130.737871,7.147
10-08-2012,297753.49,0,100.07,3.811,130.7561613,7.147
17-08-2012,270097.76,0,96.79,4.002,130.7909677,7.147
24-08-2012,247672.56,0,89.62,4.055,130.8381613,7.147
31-08-2012,237129.81,0,94.55,3.886,130.8853548,7.147
07-09-2012,286428.78,1,92.02,4.124,130.9325484,7.147
14-09-2012,277417.53,0,83.4,3.966,130.9776667,7.147
21-09-2012,252709.58,0,86.53,4.125,131.0103333,7.147
28-09-2012,242813.51,0,86.42,3.966,131.043,7.147
05-10-2012,265444.9,0,85.18,4.132,131.0756667,6.895
12-10-2012,291781.15,0,79.64,4.468,131.1083333,6.895
19-10-2012,254412.34,0,75.55,4.449,131.1499677,6.895
26-10-2012,253731.13,0,73.7,4.301,131.1930968,6.895
